clean_review,verified_purchase_encoded,review_length_bin,sentiment
enjoying greatly gift amazed highly recommend everyone looking buy tablet,1,Short,1
great product take bit time adjust coming ios displays arent intuitive like home screen shows apps unless select one categories top carousel believe shows recent used apps shows books wish way categorize apps within home screen quite messy silk favorite browser dont like go homes screen check something another app ie goodreads return silk search makes sense essentially think needs easier way toggle apps however kindle job big deal,1,Long,1
disappointed apps available tablet needs rootable would stars could get google store please let know info rooting kindle,0,Short,0
love awesome lil sister sent birthday gift cant thank enough avid book reader really sweet bring ever go love colors screen games fun much email take pictures fb shopjust mention,1,Medium,1
think great wish got bigger size,0,Short,1
great price gift year old loves,0,Short,1
lighter original kindle fire good hands things unable get google hangouts onoff button bit irritating almost level surrounding case therefore making hard access quite beautiful graphics vibrant colorful third kindle keeps getting better,1,Medium,1
best screen awesome watching movies audio outstanding,0,Short,1
absolutely awful product day got charged could get black screen gave options reboot b reset factory defaults tried nothing worked called amazon sent replacement exact thing happened two kindle fires brand new box neither worked wont trying rd time,1,Medium,0
kinda leary going new kindle glad made change really like easier use first generation kindle,1,Short,1
grandson forever wanting kindle preferred ds eighth birthday purchased one listens music plays games reads books loves enjoy share mine,1,Short,1
love kindle,0,Short,1
excellent product love screen size clear pictures easy navigate many available apps count,1,Short,1
excited purchase amazon anniversary pretty disappointed battery life system good enough paid would probably recommend,0,Short,0
far appears exceed expectations still learning limits still exploring,1,Short,1
low storage capacity poor camera feels like cheap plastic compared kindlefire one good thing keyboard usable worth price,0,Short,0
first tablet exceeded expectations easy use many functions thought would plusses size weight make extremely portable,1,Short,1
best happy,1,Short,1
think ridiculous cant sign email account also would liked get color wanted without ads,1,Short,0
ive nook several years always pleased performance new kindle fire performs nook especially like front rear cameras able record video,0,Short,1
good product easy learning curve cheaper alternative tablets approve,0,Short,1
great purchase wonderful upgrade basic kindle couldnt happier,0,Short,1
gb small get something bigger,1,Short,0
nice really dont like ads marketing way turn id rate higher wasnt ads polluting screen every time woke device,0,Short,0
charge battery much often user friendly kindle fire harder figure certain functions,1,Short,0
bought tablet stream video tv new tv chromecast streaming phone annoying call comes try answer phone pause streaming video time brought video paused phone stopped ringing call person back streaming amazon prime trouble phone tablet assumed would easier anything compatible chromecast tried hours cannot download simple chromecast app tablet recognize chromecast tv tablet useless streaming also webroot software provide security laptop desktop phone cannot get recognize fire tablet apparently amazon gone extremes proprietary work system device seriously considering sending back worked get webroot chromecast tablet hours today frustrated continue probably try return,0,Long,0
